Time[s]	Pressure[mbar]	Position_smooth_splines [deg]	Velocity[deg\s]	Aceleration[deg\s2]	Position_original [deg]
0.00395	0	0.00015694264	0.080226597	20.889242	0.003582
0.004	-0.133238	0.00016098009	0.081271426	20.903893	0.003582
0.00405	0.026648	0.0001650698	0.082316987	20.918544	0.003582
0.0041	0.039971	0.0001692118	0.08336328	20.933194	0.003582
0.00415	0.013324	0.00017340614	0.084410306	20.947845	0.003582
0.0042	-0.013324	0.00017765284	0.085458065	20.962496	0.003582
0.00425	0.026648	0.00018195195	0.086506556	20.977147	0.003582
0.0043	0.066619	0.00018630351	0.087555779	20.991798	0.003582
0.00435	0.013324	0.00019070754	0.088605736	21.006449	0.004777
0.0044	0.026648	0.0001951641	0.089656424	21.0211	0.004777
0.00445	-0.079943	0.0001996732	0.090707846	21.035751	0.004777
0.0045	-0.039971	0.00020423489	0.091759999	21.050402	0.004777
0.00455	0.10659	0.00020884921	0.092812886	21.065053	0.004777
0.0046	0	0.00021351619	0.093866505	21.079704	0.004777
0.00465	0.026648	0.00021823587	0.094920856	21.094354	0.004777
0.0047	-0.039971	0.00022300829	0.09597594	21.109005	0.004777
0.00475	-0.066619	0.00022783348	0.097031757	21.123656	0.004777
0.0048	0.079943	0.00023271148	0.098088306	21.138307	0.004777
0.00485	0.013324	0.00023764232	0.099145587	21.152958	0.004777
0.0049	-0.013324	0.00024262605	0.1002036	21.167609	0.004777
0.00495	-0.039971	0.0002476627	0.10126235	21.18226	0.004777
0.005	0.053295	0.0002527523	0.10232183	21.196911	0.004777
0.00505	0.039971	0.00025789489	0.10338204	21.211562	0.004777
0.0051	0.026648	0.00026309051	0.10444298	21.226213	0.004777
0.00515	-0.093266	0.0002683392	0.10550466	21.240864	0.004777
0.0052	-0.013324	0.00027364099	0.10656707	21.255514	0.004777
0.00525	0.053295	0.00027899592	0.10763021	21.270165	0.004777
0.0053	0.026648	0.00028440402	0.10869409	21.284816	0.004777
0.00535	-0.026648	0.00028986534	0.10975869	21.299467	0.004777
0.0054	-0.053295	0.00029537991	0.11082403	21.314118	0.004777
0.00545	0.053295	0.00030094776	0.11189011	21.328769	0.004777
0.0055	0.039971	0.00030656893	0.11295691	21.34342	0.004777
0.00555	-0.026648	0.00031224346	0.11402445	21.358071	0.004777
0.0056	-0.10659	0.00031797139	0.11509272	21.372722	0.004777
0.00565	-0.013324	0.00032375274	0.11616172	21.387373	0.004777
